Previous_Location,Locations (city/country),Budget (USD),Weather_condition,Month,Distance (km),Gender,Accommodation,Languages,Travel_Companions
"Amsterdam, Netherlands","Nairobi, Kenya",800-1500 USD,Sunny,December,6668.81,Female,Airbnb,"['Swahili', 'English']",Friends
"New York, USA","Dubai, UAE",1500-3000 USD,Sunny,November,11003.14,Female,Airbnb,"['Arabic', 'English']",Colleagues
"Mexico City, Mexico","Sydney, Australia",1500-3000 USD,Rainy,April,12972.85,Female,Hotel,['English'],Friends
"Hanoi, Vietnam","Tokyo, Japan",1500-3000 USD,Rainy,September,3661.18,Male,GuestHouse,['Japanese'],Solo
"Dubai, UAE","Sydney, Australia",1500-3000 USD,Sunny,February,12051.25,Male,Airbnb,['English'],Friends
"Moscow, Russia","Barcelona, Spain",1500-3000 USD,Sunny,August,3009.79,Male,Hotel,"['Spanish', 'Catalan']",Couple
"Moscow, Russia","Mumbai, India",800-1500 USD,Sunny,February,5027.96,Female,GuestHouse,"['Hindi', 'English']",Family
"Kuala Lumpur, Malaysia","Istanbul, Turkey",800-1500 USD,Cold,January,8332.55,Male,Hotel,['Turkish'],Friends
"New York, USA","Moscow, Russia",800-1500 USD,Sunny,June,7510.26,Female,GuestHouse,['Russian'],Family
"Cape Town, South Africa","Vienna, Austria",1500-3000 USD,Cold,December,9135.06,Female,Airbnb,['German'],Friends
"Moscow, Russia","Toronto, Canada",1500-3000 USD,Snowy,January,7482.89,Female,Airbnb,"['English', 'French']",Couple
"Istanbul, Turkey","Rio de Janeiro, Brazil",500-800 USD,Rainy,April,10277.43,Female,Hotel,['Portuguese'],Couple
"Bangkok, Thailand","New York, USA",1500-3000 USD,Snowy,February,13931.98,Female,Airbnb,"['English', 'Spanish']",Couple
"Hanoi, Vietnam","Berlin, Germany",1500-3000 USD,Rainy,April,8328.62,Female,GuestHouse,"['German', 'English']",Friends
"Mexico City, Mexico","Paris, France",1500-3000 USD,Rainy,March,9196.25,Male,Hotel,['French'],Solo
"Santiago, Chile","Nairobi, Kenya",800-1500 USD,Rainy,May,11540.35,Male,GuestHouse,"['Swahili', 'English']",Couple
"Hanoi, Vietnam","Toronto, Canada",1500-3000 USD,Rainy,April,12803.47,Female,Airbnb,"['English', 'French']",Friends
"Cairo, Egypt","New York, USA",1500-3000 USD,Rainy,April,9021.99,Male,GuestHouse,"['English', 'Spanish']",Family
"Dubai, UAE","Berlin, Germany",1500-3000 USD,Snowy,January,4619.52,Female,Hotel,"['German', 'English']",Couple
"Istanbul, Turkey","Cairo, Egypt",500-800 USD,Hot,July,1235.98,Male,GuestHouse,"['Arabic', 'English']",Couple
"Sydney, Australia","Nairobi, Kenya",800-1500 USD,Sunny,January,12152.19,Male,Hotel,"['Swahili', 'English']",Solo
"Paris, France","Lisbon, Portugal",800-1500 USD,Cloudy,January,1452.93,Female,GuestHouse,['Portuguese'],Friends
"London, UK","Kuala Lumpur, Malaysia",800-1500 USD,Sunny,April,10545.82,Male,GuestHouse,"['Malay', 'English']",Couple
"Lisbon, Portugal","Amsterdam, Netherlands",1500-3000 USD,Rainy,November,1863.28,Male,Airbnb,"['Dutch', 'English']",Couple
"Rome, Italy","Santiago, Chile",800-1500 USD,Rainy,April,11910.21,Male,GuestHouse,['Spanish'],Friends
"Amsterdam, Netherlands","Moscow, Russia",800-1500 USD,Cold,February,2146.98,Male,Hotel,['Russian'],Family
"Seoul, South Korea","Kuala Lumpur, Malaysia",800-1500 USD,Humid,July,4614.35,Female,Airbnb,"['Malay', 'English']",Friends
"Paris, France","Nairobi, Kenya",800-1500 USD,Humid,March,6483.09,Male,Airbnb,"['Swahili', 'English']",Couple
"Hanoi, Vietnam","Lisbon, Portugal",800-1500 USD,Rainy,November,10538.36,Female,Airbnb,['Portuguese'],Family
"Moscow, Russia",Singapore,1500-3000 USD,Rainy,November,8420.71,Female,Airbnb,"['English', 'Mandarin']",Couple
"Los Angeles, USA",Singapore,1500-3000 USD,Rainy,November,14120.98,Female,Airbnb,"['English', 'Mandarin']",Couple
"Hanoi, Vietnam","London, UK",1500-3000 USD,Rainy,April,9235.44,Female,Hotel,['English'],Couple
"New York, USA","Mumbai, India",800-1500 USD,Humid,June,12538.02,Male,Hotel,"['Hindi', 'English']",Couple
"Toronto, Canada","Cairo, Egypt",500-800 USD,Sunny,November,9206.51,Female,Hotel,"['Arabic', 'English']",Family
"Istanbul, Turkey","Rome, Italy",1500-3000 USD,Rainy,December,1375.04,Female,GuestHouse,['Italian'],Couple
"Mumbai, India","Hanoi, Vietnam",500-800 USD,Rainy,June,3445.4,Male,Hotel,['Vietnamese'],Couple
"Santiago, Chile","Bangkok, Thailand",500-800 USD,Rainy,October,17650.5,Male,Hotel,"['Thai', 'English']",Solo
"Berlin, Germany",Singapore,1500-3000 USD,Sunny,February,9916.3,Female,Airbnb,"['English', 'Mandarin']",Friends
"Kuala Lumpur, Malaysia","Dubai, UAE",1500-3000 USD,Hot,June,5531.78,Female,Hotel,"['Arabic', 'English']",Family
"Budapest, Hungary","Kuala Lumpur, Malaysia",800-1500 USD,Humid,June,9198.09,Male,GuestHouse,"['Malay', 'English']",Solo
"Seoul, South Korea","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,4614.35,Male,GuestHouse,"['Malay', 'English']",Friends
"Sydney, Australia","Buenos Aires, Argentina",800-1500 USD,Cold,August,11801.07,Male,Hotel,['Spanish'],Friends
"Mumbai, India","Dubai, UAE",1500-3000 USD,Sunny,November,1935.02,Female,Airbnb,"['Arabic', 'English']",Family
"Dubai, UAE","Berlin, Germany",1500-3000 USD,Snowy,December,4619.52,Male,GuestHouse,"['German', 'English']",Friends
"Cape Town, South Africa","Tokyo, Japan",1500-3000 USD,Sunny,June,14727.59,Female,GuestHouse,['Japanese'],Solo
"Mumbai, India","Bangkok, Thailand",500-800 USD,Humid,July,3001.63,Male,Hotel,"['Thai', 'English']",Family
"Los Angeles, USA","Barcelona, Spain",1500-3000 USD,Sunny,August,9653.99,Male,Hotel,"['Spanish', 'Catalan']",Solo
"Nairobi, Kenya","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,7227.06,Female,Airbnb,"['Malay', 'English']",Couple
"Moscow, Russia","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,2146.98,Female,Airbnb,"['Dutch', 'English']",Solo
"New York, USA","Hanoi, Vietnam",500-800 USD,Humid,August,13149.75,Female,GuestHouse,['Vietnamese'],Friends
"Rome, Italy","Budapest, Hungary",800-1500 USD,Sunny,June,808.44,Male,Hotel,['Hungarian'],Family
"Cape Town, South Africa","Moscow, Russia",800-1500 USD,Sunny,July,10137.4,Male,Airbnb,['Russian'],Couple
"Kuala Lumpur, Malaysia","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,10190.04,Female,GuestHouse,"['Dutch', 'English']",Couple
"Sydney, Australia","Moscow, Russia",800-1500 USD,Cold,February,14496.16,Female,Hotel,['Russian'],Colleagues
"Cairo, Egypt","Berlin, Germany",1500-3000 USD,Rainy,May,2891.83,Male,Hotel,"['German', 'English']",Couple
"Kuala Lumpur, Malaysia","Sydney, Australia",1500-3000 USD,Cloudy,June,6615.09,Male,Airbnb,['English'],Couple
"Hanoi, Vietnam","Rio de Janeiro, Brazil",500-800 USD,Sunny,November,16820.07,Male,Airbnb,['Portuguese'],Couple
"Seoul, South Korea","Berlin, Germany",1500-3000 USD,Sunny,June,8126.78,Male,Airbnb,"['German', 'English']",Couple
"Vienna, Austria","Los Angeles, USA",1500-3000 USD,Sunny,June,9818.52,Male,GuestHouse,"['English', 'Spanish']",Couple
"Tokyo, Japan","London, UK",1500-3000 USD,Cloudy,December,9558.56,Female,GuestHouse,['English'],Family
"Mexico City, Mexico","Santiago, Chile",800-1500 USD,Cold,July,6610.1,Female,GuestHouse,['Spanish'],Friends
"Paris, France","Sydney, Australia",1500-3000 USD,Cloudy,July,16960.5,Female,Airbnb,['English'],Family
"Nairobi, Kenya","London, UK",1500-3000 USD,Cloudy,November,6819.73,Female,Hotel,['English'],Family
"Istanbul, Turkey","Moscow, Russia",800-1500 USD,Sunny,July,1756.39,Female,GuestHouse,['Russian'],Family
"Bangkok, Thailand","Barcelona, Spain",1500-3000 USD,Rainy,December,9678.33,Female,Airbnb,"['Spanish', 'Catalan']",Family
"London, UK","Dubai, UAE",1500-3000 USD,Sunny,November,5469.25,Male,Airbnb,"['Arabic', 'English']",Colleagues
"Mexico City, Mexico","Barcelona, Spain",1500-3000 USD,Rainy,December,9489.44,Female,Hotel,"['Spanish', 'Catalan']",Couple
"Hanoi, Vietnam","Barcelona, Spain",1500-3000 USD,Rainy,December,9551.01,Female,Hotel,"['Spanish', 'Catalan']",Family
"Los Angeles, USA","Rio de Janeiro, Brazil",500-800 USD,Rainy,April,10143.47,Male,Hotel,['Portuguese'],Couple
"Tokyo, Japan","Seoul, South Korea",1500-3000 USD,Rainy,August,1149.36,Female,Hotel,['Korean'],Family
"Mexico City, Mexico","Istanbul, Turkey",800-1500 USD,Cold,February,11426.65,Female,Airbnb,['Turkish'],Couple
"Kuala Lumpur, Malaysia","London, UK",1500-3000 USD,Sunny,July,10545.82,Male,Hotel,['English'],Colleagues
"Barcelona, Spain","Rio de Janeiro, Brazil",500-800 USD,Sunny,November,8539.44,Female,Airbnb,['Portuguese'],Couple
"London, UK","Sydney, Australia",1500-3000 USD,Rainy,April,16993.93,Male,Hotel,['English'],Friends
"London, UK","Istanbul, Turkey",800-1500 USD,Rainy,November,2500.78,Male,Hotel,['Turkish'],Family
"Los Angeles, USA","Sydney, Australia",1500-3000 USD,Sunny,February,12073.51,Male,Hotel,['English'],Friends
"New York, USA","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,7759.04,Female,Airbnb,['Portuguese'],Couple
"Cape Town, South Africa","Paris, France",1500-3000 USD,Sunny,August,9341.74,Female,Airbnb,['French'],Friends
"Budapest, Hungary","Mexico City, Mexico",800-1500 USD,Rainy,August,10361.53,Female,Airbnb,['Spanish'],Friends
"Nairobi, Kenya","Budapest, Hungary",800-1500 USD,Sunny,July,5692.85,Male,Hotel,['Hungarian'],Friends
"Rome, Italy","Toronto, Canada",1500-3000 USD,Snowy,January,7078.77,Male,Hotel,"['English', 'French']",Friends
"Lisbon, Portugal","Budapest, Hungary",800-1500 USD,Sunny,July,2469.44,Male,Airbnb,['Hungarian'],Friends
"Lisbon, Portugal","Mexico City, Mexico",800-1500 USD,Cold,January,8671.35,Female,Airbnb,['Spanish'],Solo
"Sydney, Australia","Dubai, UAE",1500-3000 USD,Hot,July,12051.25,Female,Airbnb,"['Arabic', 'English']",Colleagues
"London, UK","Budapest, Hungary",800-1500 USD,Sunny,June,1449.24,Male,GuestHouse,['Hungarian'],Friends
"Cape Town, South Africa","Rome, Italy",1500-3000 USD,Snowy,January,8453.34,Male,Airbnb,['Italian'],Couple
"Bangkok, Thailand","Hanoi, Vietnam",500-800 USD,Sunny,February,987.86,Female,Airbnb,['Vietnamese'],Friends
Singapore,"New York, USA",1500-3000 USD,Cloudy,November,15332.5,Female,Airbnb,"['English', 'Spanish']",Colleagues
"Buenos Aires, Argentina","Cape Town, South Africa",800-1500 USD,Windy,October,6869.75,Female,Airbnb,"['English', 'Afrikaans', 'Xhosa']",Solo
"Hanoi, Vietnam","Paris, France",1500-3000 USD,Rainy,May,9197.28,Male,Hotel,['French'],Solo
"Hanoi, Vietnam","Nairobi, Kenya",800-1500 USD,Rainy,April,7893.29,Female,GuestHouse,"['Swahili', 'English']",Solo
"Seoul, South Korea","Bangkok, Thailand",500-800 USD,Humid,July,3722.1,Female,Airbnb,"['Thai', 'English']",Couple
"Mexico City, Mexico","Santiago, Chile",800-1500 USD,Rainy,April,6610.1,Male,Airbnb,['Spanish'],Family
"Nairobi, Kenya","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,7227.06,Female,GuestHouse,"['Malay', 'English']",Friends
"Nairobi, Kenya","Tokyo, Japan",1500-3000 USD,Sunny,July,11247.99,Female,Airbnb,['Japanese'],Friends
"Rome, Italy","Amsterdam, Netherlands",1500-3000 USD,Cloudy,October,1295.95,Male,GuestHouse,"['Dutch', 'English']",Solo
"New York, USA","Barcelona, Spain",1500-3000 USD,Cloudy,March,6166.12,Male,Hotel,"['Spanish', 'Catalan']",Family
"Los Angeles, USA","Dubai, UAE",1500-3000 USD,Rainy,December,13382.8,Male,GuestHouse,"['Arabic', 'English']",Family
"Sydney, Australia","Istanbul, Turkey",800-1500 USD,Rainy,November,14946.24,Male,Hotel,['Turkish'],Couple
"Budapest, Hungary","Paris, France",1500-3000 USD,Cloudy,December,1244.01,Male,GuestHouse,['French'],Friends
"Mexico City, Mexico","Santiago, Chile",800-1500 USD,Cold,July,6610.1,Male,GuestHouse,['Spanish'],Friends
"Barcelona, Spain","Cairo, Egypt",500-800 USD,Sunny,October,2892.41,Male,Hotel,"['Arabic', 'English']",Family
"Toronto, Canada","Cairo, Egypt",500-800 USD,Sunny,November,9206.51,Female,GuestHouse,"['Arabic', 'English']",Friends
"Kuala Lumpur, Malaysia","Santiago, Chile",800-1500 USD,Sunny,December,16552.47,Male,GuestHouse,['Spanish'],Family
"Lisbon, Portugal","Vienna, Austria",1500-3000 USD,Rainy,May,2298.46,Female,GuestHouse,['German'],Solo
"Paris, France","Vienna, Austria",1500-3000 USD,Cold,December,1033.49,Male,Hotel,['German'],Solo
"Budapest, Hungary","Cairo, Egypt",500-800 USD,Hot,July,2203.89,Female,Airbnb,"['Arabic', 'English']",Family
"Berlin, Germany","Tokyo, Japan",1500-3000 USD,Humid,August,8915.53,Female,GuestHouse,['Japanese'],Solo
"Kuala Lumpur, Malaysia","London, UK",1500-3000 USD,Sunny,July,10545.82,Male,Hotel,['English'],Couple
"Istanbul, Turkey","Rio de Janeiro, Brazil",500-800 USD,Rainy,March,10277.43,Male,GuestHouse,['Portuguese'],Solo
"Nairobi, Kenya","Rome, Italy",1500-3000 USD,Rainy,December,5389.19,Male,GuestHouse,['Italian'],Family
"Santiago, Chile","Barcelona, Spain",1500-3000 USD,Rainy,December,11158.86,Male,Hotel,"['Spanish', 'Catalan']",Couple
"Paris, France",Singapore,1500-3000 USD,Sunny,February,10729.02,Female,GuestHouse,"['English', 'Mandarin']",Friends
"Buenos Aires, Argentina","Cairo, Egypt",500-800 USD,Windy,April,11812.74,Female,Hotel,"['Arabic', 'English']",Friends
"Kuala Lumpur, Malaysia","Berlin, Germany",1500-3000 USD,Sunny,June,9614.39,Male,Airbnb,"['German', 'English']",Couple
"Mumbai, India","Seoul, South Korea",1500-3000 USD,Cold,January,5595.18,Male,Hotel,['Korean'],Friends
"Kuala Lumpur, Malaysia","Istanbul, Turkey",800-1500 USD,Rainy,December,8332.55,Female,Airbnb,['Turkish'],Friends
"New York, USA","Lisbon, Portugal",800-1500 USD,Rainy,October,5422.03,Female,GuestHouse,['Portuguese'],Family
"Toronto, Canada","Lisbon, Portugal",800-1500 USD,Sunny,June,5723.06,Male,Hotel,['Portuguese'],Couple
"Istanbul, Turkey","Cape Town, South Africa",800-1500 USD,Windy,October,8401.97,Female,Hotel,"['English', 'Afrikaans', 'Xhosa']",Family
"London, UK","Budapest, Hungary",800-1500 USD,Sunny,July,1449.24,Female,GuestHouse,['Hungarian'],Couple
"Bangkok, Thailand","Dubai, UAE",1500-3000 USD,Rainy,December,4883.14,Female,GuestHouse,"['Arabic', 'English']",Colleagues
"Paris, France","London, UK",1500-3000 USD,Rainy,March,343.56,Male,Hotel,['English'],Colleagues
Singapore,"Paris, France",1500-3000 USD,Cloudy,December,10729.02,Male,Airbnb,['French'],Couple
"Tokyo, Japan",Singapore,1500-3000 USD,Sunny,February,5311.22,Male,Hotel,"['English', 'Mandarin']",Friends
"Budapest, Hungary","Kuala Lumpur, Malaysia",800-1500 USD,Humid,June,9198.09,Male,Hotel,"['Malay', 'English']",Solo
"Mumbai, India","Budapest, Hungary",800-1500 USD,Sunny,July,5765.44,Male,Airbnb,['Hungarian'],Couple
Singapore,"Bangkok, Thailand",500-800 USD,Sunny,November,1426.76,Male,Airbnb,"['Thai', 'English']",Family
"Mexico City, Mexico","Lisbon, Portugal",800-1500 USD,Sunny,June,8671.35,Female,Airbnb,['Portuguese'],Family
"Moscow, Russia","Santiago, Chile",800-1500 USD,Cold,July,14130.93,Female,GuestHouse,['Spanish'],Couple
"Seoul, South Korea","Tokyo, Japan",1500-3000 USD,Sunny,June,1149.36,Female,Hotel,['Japanese'],Solo
"Budapest, Hungary","Vienna, Austria",1500-3000 USD,Cold,December,214.04,Female,Hotel,['German'],Friends
"New York, USA","Lisbon, Portugal",800-1500 USD,Cloudy,January,5422.03,Male,Hotel,['Portuguese'],Family
"Seoul, South Korea","Barcelona, Spain",1500-3000 USD,Cloudy,April,9601.93,Male,Hotel,"['Spanish', 'Catalan']",Solo
"Lisbon, Portugal","Budapest, Hungary",800-1500 USD,Sunny,June,2469.44,Female,GuestHouse,['Hungarian'],Family
"Dubai, UAE","Vienna, Austria",1500-3000 USD,Sunny,June,4233.89,Female,Hotel,['German'],Solo
"Istanbul, Turkey","Cairo, Egypt",500-800 USD,Sunny,October,1235.98,Male,Hotel,"['Arabic', 'English']",Friends
"Rome, Italy","Kuala Lumpur, Malaysia",800-1500 USD,Sunny,March,9707.54,Female,GuestHouse,"['Malay', 'English']",Solo
"Sydney, Australia","Bangkok, Thailand",500-800 USD,Sunny,November,7536.41,Female,Hotel,"['Thai', 'English']",Solo
"Seoul, South Korea","Istanbul, Turkey",800-1500 USD,Rainy,November,7953.75,Female,GuestHouse,['Turkish'],Couple
"Moscow, Russia","Mexico City, Mexico",800-1500 USD,Cold,January,10719.39,Female,Hotel,['Spanish'],Friends
"Kuala Lumpur, Malaysia","Istanbul, Turkey",800-1500 USD,Sunny,May,8332.55,Female,GuestHouse,['Turkish'],Family
"Budapest, Hungary","Seoul, South Korea",1500-3000 USD,Sunny,April,8169.23,Male,Hotel,['Korean'],Couple
"Istanbul, Turkey","Berlin, Germany",1500-3000 USD,Rainy,April,1737.87,Male,Hotel,"['German', 'English']",Solo
"Buenos Aires, Argentina","Santiago, Chile",800-1500 USD,Rainy,April,1138.92,Female,Airbnb,['Spanish'],Friends
"Barcelona, Spain","Rome, Italy",1500-3000 USD,Sunny,June,859.19,Male,Airbnb,['Italian'],Friends
"Vienna, Austria","Rome, Italy",1500-3000 USD,Rainy,December,764.17,Female,Hotel,['Italian'],Couple
"Nairobi, Kenya","Buenos Aires, Argentina",800-1500 USD,Rainy,March,10401.61,Male,Airbnb,['Spanish'],Couple
"Toronto, Canada","Istanbul, Turkey",800-1500 USD,Rainy,December,8191.15,Female,Hotel,['Turkish'],Friends
Singapore,"Cairo, Egypt",500-800 USD,Sunny,November,8260.25,Male,GuestHouse,"['Arabic', 'English']",Friends
"London, UK","Kuala Lumpur, Malaysia",800-1500 USD,Rainy,September,10545.82,Female,Hotel,"['Malay', 'English']",Couple
"Cairo, Egypt","Mumbai, India",800-1500 USD,Humid,June,4358.21,Male,Airbnb,"['Hindi', 'English']",Couple
"Buenos Aires, Argentina","Lisbon, Portugal",800-1500 USD,Rainy,October,9599.5,Male,GuestHouse,['Portuguese'],Friends
"Seoul, South Korea","Lisbon, Portugal",800-1500 USD,Rainy,October,10417.76,Male,Airbnb,['Portuguese'],Family
"Cairo, Egypt","Santiago, Chile",800-1500 USD,Cold,July,12803.91,Female,GuestHouse,['Spanish'],Friends
"Moscow, Russia","Lisbon, Portugal",800-1500 USD,Cloudy,February,3905.89,Male,Hotel,['Portuguese'],Friends
"Santiago, Chile","Cairo, Egypt",500-800 USD,Hot,July,12803.91,Female,Airbnb,"['Arabic', 'English']",Couple
"Nairobi, Kenya","Toronto, Canada",1500-3000 USD,Sunny,July,12180.3,Female,Hotel,"['English', 'French']",Family
"Seoul, South Korea","Amsterdam, Netherlands",1500-3000 USD,Sunny,May,8556.25,Male,Hotel,"['Dutch', 'English']",Couple
"London, UK","Rio de Janeiro, Brazil",500-800 USD,Sunny,December,9277.42,Female,GuestHouse,['Portuguese'],Friends
"London, UK","Budapest, Hungary",800-1500 USD,Rainy,April,1449.24,Male,Airbnb,['Hungarian'],Family
Singapore,"Santiago, Chile",800-1500 USD,Cold,July,16400.12,Female,Airbnb,['Spanish'],Friends
"Rio de Janeiro, Brazil","Los Angeles, USA",1500-3000 USD,Cloudy,April,10143.47,Male,Airbnb,"['English', 'Spanish']",Friends
"Santiago, Chile",Singapore,1500-3000 USD,Rainy,November,16400.12,Male,GuestHouse,"['English', 'Mandarin']",Couple
"Berlin, Germany","Hanoi, Vietnam",500-800 USD,Rainy,June,8328.62,Male,Airbnb,['Vietnamese'],Family
"Vienna, Austria","Los Angeles, USA",1500-3000 USD,Cloudy,April,9818.52,Female,GuestHouse,"['English', 'Spanish']",Couple
"Barcelona, Spain","Dubai, UAE",1500-3000 USD,Rainy,December,5161.11,Male,Hotel,"['Arabic', 'English']",Colleagues
"Mumbai, India","London, UK",1500-3000 USD,Cloudy,December,7191.7,Male,GuestHouse,['English'],Family
"Sydney, Australia","Mumbai, India",800-1500 USD,Humid,July,10156.82,Male,Hotel,"['Hindi', 'English']",Family
"Amsterdam, Netherlands","Los Angeles, USA",1500-3000 USD,Sunny,July,8939.71,Male,GuestHouse,"['English', 'Spanish']",Solo
"Dubai, UAE","Rio de Janeiro, Brazil",500-800 USD,Rainy,April,11874.57,Male,Airbnb,['Portuguese'],Friends
"Lisbon, Portugal","Tokyo, Japan",1500-3000 USD,Rainy,September,11142.61,Female,GuestHouse,['Japanese'],Friends
"Amsterdam, Netherlands","Budapest, Hungary",800-1500 USD,Rainy,April,1144.83,Female,Hotel,['Hungarian'],Friends
"Bangkok, Thailand","Hanoi, Vietnam",500-800 USD,Rainy,June,987.86,Female,Airbnb,['Vietnamese'],Friends
"Mexico City, Mexico","London, UK",1500-3000 USD,Cloudy,December,8928.73,Male,GuestHouse,['English'],Colleagues
"London, UK","Vienna, Austria",1500-3000 USD,Cold,December,1235.41,Female,Hotel,['German'],Solo
"Barcelona, Spain","Nairobi, Kenya",800-1500 USD,Humid,March,5889.77,Male,GuestHouse,"['Swahili', 'English']",Solo
"Budapest, Hungary","Sydney, Australia",1500-3000 USD,Sunny,February,15783.99,Male,GuestHouse,['English'],Family
"Sydney, Australia","Buenos Aires, Argentina",800-1500 USD,Cold,July,11801.07,Male,GuestHouse,['Spanish'],Family
"Toronto, Canada","Dubai, UAE",1500-3000 USD,Rainy,December,11063.7,Male,GuestHouse,"['Arabic', 'English']",Family
"Toronto, Canada","Bangkok, Thailand",500-800 USD,Humid,July,13631.67,Male,Hotel,"['Thai', 'English']",Family
Singapore,"Paris, France",1500-3000 USD,Rainy,April,10729.02,Female,Hotel,['French'],Family
